concordância_top1,concordância_top2,concordância_top3,definição_curta,nro_de_crianças_que_analisaram,palavra_dificil,pos_tag,scores_do_ranqueamento,sentença,sinônimos_anotados,sinônimos_ranqueados,spearman,termo_técnico,área_conhecimento,AoA,AoA_zipf,Concretenes,Concretenes_zipf,Imagery,Imagery_zipf,LM-News_log10,LM-News_log10_lemma,Subjective Frequency,Subjective Frequency_zipf,cd_jdp,cd_jdp_lema,cd_jdp_lema_zipf,cd_jdp_zipf,chars,chars_lemma,chars_lemma_zipf,chars_zipf,freq_guten,freq_guten_lemma,freq_guten_lemma_zipf,freq_guten_zipf,freq_jdp,freq_jdp_lemma,freq_jdp_lemma_zipf,freq_jdp_zipf,hypernyms,hypernyms_zipf,hyponyms,hyponyms_zipf,syllables,syllables_lemma,syllables_lemma_zipf,syllables_zipf,synsets,synsets_lemma,synsets_lemma_zipf,synsets_zipf
0.0,0.0,0.0,Aptidão ou competência para gerir sua própria vida.,0,autonomia,N,,"Seu uso deu maior *autonomia* aos submarinos , considerados uma das armas alemãs mais poderosas durante a guerra , temida por navios de todo o mundo .","['soberania', 'liberdade', 'autossuficiência', 'emancipação', 'autogoverno', 'independência', 'poder']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.85047388076782,0.0,3.19475961896256,3.62270707859755,0.0427869167604976,0.0,3.0,3.0181955736908,13,0,3.0,4.14612803567824,48,0,3,4.69019608002851,1921,0,3,6.28375338333253,0,3,0,3,5,1,3.30102999566398,3.77815125038364,2,0,3.0,3.47712125471966
1.0,1.0,1.0,Caminhada que se faz no período de um dia.,1,jornada,N,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0]","Então , o que pudermos fazer para facilitar a *jornada* dessas viajantes é bem-vindo !","['caminho', 'percurso', 'viagem', 'expedição', 'trajetória']","['trajetória', 'viagem', 'expedição', 'jornada', 'percurso', 'caminho']",1.0,True,"Desporto, Esporte",6.45,3.87215627274829,4.12,3.70926996097583,4.08,3.70586371228392,-4.88673305511475,-5.10663986206055,3.73,3.67486114073781,0.0240573421580205,0.0486639387032104,3.02063633380821,3.01032427566868,7,8,3.95424250943932,3.90308998699194,50,0,3,4.70757017609794,1030,0,3,6.01325866528352,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,10,4.04139268515823,3.0
0.0,0.0,0.0,"Ação de avançar, de marchar adiante.",0,avanços,N,,"Mesmo com muitos *avanços* na ciência , é preciso que cada um faça a sua parte no esforço de salvar o planeta !","['ascensão', 'crescimento', 'desenvolvimento', 'conquistas', 'evolução', 'progressão', 'progresso']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.61920976638794,0.0,3.19475961896256,3.62270707859755,0.00170268860022519,0.0,3.0,3.00073883943508,14,0,3.0,4.17609125905568,1,0,3,3.30102999566398,65,0,3,4.81954393554187,0,3,0,3,6,1,3.30102999566398,3.84509804001426,3,0,3.0,3.60205999132796
1.0,1.0,0.0,Especialista em astronomia.,1,astrônomo,N,"[1.0, 2.0]","`` Em sua formação e evolução o planeta ‘limpa’ a região a sua volta” , explica o *astrônomo* do Laboratório Nacional de Astrofísica , Carlos Torres .",['astrofísico'],"['astrofísico', 'astrônomo']",1.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.33935499191284,0.0,3.19475961896256,3.62270707859755,0.0263367478647736,0.0,3.0,3.01128987904521,10,0,3.0,4.04139268515823,18,0,3,4.27875360095283,1025,0,3,6.0111473607758,0,3,0,3,5,1,3.30102999566398,3.77815125038364,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Ação ou efeito de prevenir, agir por antecipação.",0,prevenção,N,,"No Brasil , várias instituições , como as secretarias de saúde e as escolas públicas , solicitam o filme para a *prevenção* da dengue em seu Estado .","['resguardo', 'previdência', 'aviso', 'advertência', 'cuidado', 'previsão', 'providência', 'prudência', 'cautela', 'diligência', 'precaução', 'sobreaviso']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-6.18695497512817,0.0,3.19475961896256,3.62270707859755,0.00431164693927993,0.0,3.0,3.00186849920764,17,0,3.0,4.25527250510331,9,0,3,4.0,169,0,3,5.23044892137827,0,3,0,3,7,1,3.30102999566398,3.90308998699194,2,0,3.0,3.47712125471966
0.0,0.0,0.0,Conferir o sacramento do batismo a alguém,0,batizou,V,,"Há muito tempo , em 1801 , o francês François-Marie Daudin *batizou* uma espécie de lagarto da América do Sul de Dracaena guianensis .","['intitular', 'denominar', 'nomear']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.41871881484985,0.0,3.19475961896256,3.62270707859755,0.00513552852003405,0.0,3.0,3.00222462426401,12,0,3.0,4.11394335230684,13,0,3,4.14612803567824,200,0,3,5.30319605742049,0,3,0,3,5,1,3.30102999566398,3.77815125038364,1,0,3.0,3.30102999566398
0.0,0.0,0.0,Método ou processo; maneira através da qual alguma coisa é feita.,0,procedimento,N,,"Na madrugada do dia 6 de agosto , após quase nove meses de viagem e um complexo *procedimento* de aterrissagem , a sonda deu início a uma grande investigação sobre o planeta vermelho .","['estratégia', 'artimanha', 'via', 'ferramenta', 'jeito', 'estratagema', 'método', 'arte', 'meio', 'forma', 'processo', 'sistema', 'esquema', 'metodologia', 'mecanismo', 'dispositivo', 'técnica', 'tática']",,0.0,True,Direito,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.86783790588379,0.0,3.19475961896256,3.62270707859755,0.000576717106527888,0.0,3.0,3.000250392861,11,0,3.0,4.07918124604763,13,0,3,4.14612803567824,22,0,3,4.36172783601759,0,3,0,3,4,1,3.30102999566398,3.69897000433602,0,0,3.0,3.0
1.0,1.0,0.0,Objeto sólido que se desloca no espaço interplanetário.,1,meteorito,N,"[1.0, 2.0]","Quando o *meteorito* é mais recente , se caiu há cinco anos mais ou menos , procuro informações no próprio lugar onde ele foi visto cair .",['aerólito'],"['meteorito', 'aerólito']",1.0,True,Astronomia,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.71609497070312,0.0,3.19475961896256,3.62270707859755,0.00181253947765908,0.0,3.0,3.00078646336055,9,0,3.0,4.0,22,0,3,4.36172783601759,68,0,3,4.83884909073726,0,3,0,3,4,1,3.30102999566398,3.69897000433602,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Ato ou efeito de contribuir, de colaborar.",0,contribuição,N,,Ali cada um pode dar sua *contribuição* para ajudar a resolver várias questões .,"['achega', 'aporte', 'contributo', 'subsídio', 'ajuda', 'apoio', 'cooperação', 'auxílio', 'colaboração', 'reforço']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.67339277267456,0.0,3.19475961896256,3.62270707859755,0.0105456842336528,0.0,3.0,3.00455595165846,11,0,3.0,4.07918124604763,10,0,3,4.04139268515823,427,0,3,5.63144376901317,0,3,0,3,4,1,3.30102999566398,3.69897000433602,1,0,3.0,3.30102999566398
1.0,1.0,1.0,Aquilo utilizado para medir.,1,medidores,N,"[0.0, 1.0, 3.0]","Há ainda sites como o Alexa , que analisam o tráfego na web de forma independente , mais ou menos como o Ibope faz para a TV - escolhem um grupo de pessoas que representaria a população total e instalam *medidores* no computador de cada uma delas .","['contador', 'registrador']","['registrador', 'medidores', 'contadores']",1.0,False,,5.81,3.83314711191279,5.19,3.79169064902012,4.97,3.77597433112937,-5.59496307373047,-5.32051515579224,3.81,3.68214507637383,0.0015104495647159,0.0120561337983687,3.00520460136029,3.00065548499716,8,7,3.90308998699194,3.95424250943932,44,0,3,4.65321251377534,96,0,3,4.98677173426625,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,2,3.47712125471966,3.0
0.0,0.0,0.0,"Ação ou efeito de vomitar, de expelir pela boca o conteúdo do estômago.",0,vômito,N,,"A partir daí , quem entrar em contato com o sangue ou fluidos corporais de pessoas infectadas , como saliva e *vômito* , pode também se contaminar .","['vomitado', 'jorro', 'golfo', 'bolçado', 'golfada', 'lanço', 'vomição']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-7.36701011657715,0.0,3.19475961896256,3.62270707859755,0.000109850877433883,0.0,3.0,3.00004770500973,10,0,3.0,4.04139268515823,2,0,3,3.47712125471966,4,0,3,3.69897000433602,0,3,0,3,4,1,3.30102999566398,3.69897000433602,0,0,3.0,3.0
0.0,0.0,0.0,Tornar mais amplo; alargar.,0,expansão,N,,"Para as pessoas do final do século 19 , a *expansão* das linhas de trens e barcos a vapor e a abertura do canal de Suez , no Egito , ligando o mar Mediterrâneo ao mar Vermelho , de fato diminuiu bastante o tempo de percurso de longas viagens .","['prolongamento', 'crescimento', 'dilatação', 'avolumamento', 'alargamento', 'aumento', 'ampliação', 'amplificação']",,0.0,False,,7.49,3.92890769024395,2.33,3.52244423350632,2.62,3.55870857053317,-5.87969398498535,-7.31585693359375,2.29,3.51719589794997,0.00153791228407437,0.0,3.0,3.00066739375354,8,8,3.95424250943932,3.95424250943932,17,0,3,4.25527250510331,57,0,3,4.76342799356294,0,3,0,3,3,3,3.60205999132796,3.60205999132796,0,2,3.47712125471966,3.0
0.0,0.0,0.0,"Isto é, grossura.",0,espessura,N,,Mas a crosta terrestre tem cerca de 20 mil metros de *espessura* naquele ponto .,"['grossura', 'densidade', 'espessidão', 'profundidade', 'consistência', 'largura']",,0.0,False,,5.45,3.80955971463527,3.39,3.64246452024212,3.92,3.69196510276736,-5.08714294433594,-8.96906852722168,3.67,3.66931688056611,0.00653612720731607,0.0,3.0,3.00282936746631,5,6,3.84509804001426,3.77815125038364,30,0,3,4.49136169383427,320,0,3,5.50650503240487,0,3,0,3,2,2,3.47712125471966,3.47712125471966,0,0,3.0,3.0
0.0,0.0,0.0,Repartição administrativa.,0,departamento,N,,"Ao fim desse período , o material segue para o *departamento* de Arte .","['seção', 'repartição', 'ramo', 'divisão', 'subdivisão', 'serviço', 'setor']",,0.0,False,,5.07,3.78318869107526,4.32,3.72591163229505,4.6,3.7481880270062,-5.11206912994385,-5.378005027771,4.27,3.72181061521255,0.0333672040205421,0.0708812786642133,3.02974132622031,3.01425467422249,6,7,3.90308998699194,3.84509804001426,96,0,3,4.98677173426625,1539,0,3,6.18752072083646,0,3,0,3,2,2,3.47712125471966,3.47712125471966,0,9,4.0,3.0
0.0,0.0,0.0,"Pessoa que se ocupa da paleontologia, trabalha com dinossauros.",0,paleontólogos,N,,"Ainda são necessários mais estudos para confirmar essas informações , mas , de qualquer forma , é muito interessante descobrir um pouco mais sobre este grupo , um velho conhecido dos *paleontólogos* – a primeira ‘ave do terror’ foi descrita em 1887 , também por um cientista argentino .",['paleontologista'],,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-7.36701011657715,0.0,3.19475961896256,3.62270707859755,0.000109850877433883,0.0,3.0,3.00004770500973,10,0,3.0,4.04139268515823,2,0,3,3.47712125471966,4,0,3,3.69897000433602,0,3,0,3,4,1,3.30102999566398,3.69897000433602,0,0,3.0,3.0
0.0,0.0,0.0,Aptidão ou competência para gerir sua própria vida.,0,autonomia,N,,Isso porque cada estado tem *autonomia* para emitir o RG - sigla para `` Registro Geral '' - da maneira como quiser .,"['soberania', 'liberdade', 'autossuficiência', 'emancipação', 'autorização', 'autogoverno', 'independência']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.37561798095703,0.0,3.19475961896256,3.62270707859755,0.000851344300112597,0.0,3.0,3.00036957683549,14,0,3.0,4.17609125905568,11,0,3,4.07918124604763,32,0,3,4.51851393987789,0,3,0,3,6,1,3.30102999566398,3.84509804001426,3,0,3.0,3.60205999132796
0.0,0.0,0.0,Quem estuda a história.,0,historiador,N,,"`` As pimentas se adaptaram muito bem ao clima europeu” , diz o *historiador* .","['historiógrafo', 'cronista']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.83637809753418,0.0,3.19475961896256,3.62270707859755,0.00733254606871172,0.0,3.0,3.00317286586758,15,0,3.0,4.20411998265593,30,0,3,4.49136169383427,370,0,3,5.56937390961505,0,3,0,3,7,1,3.30102999566398,3.90308998699194,3,0,3.0,3.60205999132796
0.0,0.0,0.0,Fazer parte de algo com alguém; dividir.,0,compartilhar,V,,"Para minha felicidade , os dois toparam *compartilhar* algumas dessas lembranças aqui no blogue .","['partilhar', 'divulgar', 'dividir', 'repartir', 'partilhar', 'rachar', 'compartir', 'distribuir']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.96586799621582,0.0,3.19475961896256,3.62270707859755,0.025952269793755,0.0,3.0,3.01112715663606,14,0,3.0,4.17609125905568,53,0,3,4.73239375982297,1094,0,3,6.03941411917614,0,3,0,3,5,1,3.30102999566398,3.77815125038364,4,0,3.0,3.69897000433602
0.0,0.0,0.0,"Qualidade de vizinho, próximo de casa.",0,vizinhança,N,,"Já , mas só quando houve construções rolando na *vizinhança* .","['proximidades', 'imediações', 'proximidade', 'circunvizinhança', 'cercania', 'arredor', 'adjacência', 'arredores']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.49412488937378,0.0,3.19475961896256,3.62270707859755,0.00376239255211051,0.0,3.0,3.00163092016347,12,0,3.0,4.11394335230684,10,0,3,4.04139268515823,148,0,3,5.17318626841227,0,3,0,3,5,1,3.30102999566398,3.77815125038364,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Ação de divulgar, de tornar público, de difundir e propagar alguma coisa.",0,divulgação,N,,"Esse resultado , contudo , não deixa de provocar uma reflexão sobre o papel dos zoológicos na *divulgação* da fauna brasileira e no interesse da sociedade pela conservação dos animais que vivem em nosso território .","['difusão', 'espalhamento', 'propagação', 'voga', 'exposição', 'comunicação', 'disseminação', 'vulgarização', 'publicação', 'propalação', 'propaganda']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.76898622512817,0.0,3.19475961896256,3.62270707859755,0.0128525526597644,0.0,3.0,3.00554622697228,15,0,3.0,4.20411998265593,31,0,3,4.50514997831991,519,0,3,5.7160033436348,0,3,0,3,7,1,3.30102999566398,3.90308998699194,2,0,3.0,3.47712125471966
0.0,0.0,0.0,Ação ou efeito de resgatar.,0,resgate,N,,"Já que o dia é especial , vou contar a história da Hofesh , uma tartaruga marinha macho resgatada em péssimas condições no mar Mediterrâneo pelo centro de *resgate* de tartarugas marinhas de Israel e que teve suas nadadeiras esquerdas amputadas para sobreviver .","['socorro', 'salvamento', 'preservação', 'proteção', 'recolhimento', 'recuperação', 'salvamento']",,0.0,False,,7.45,3.92685670894969,3.33,3.63648789635337,3.34,3.63748972951251,-4.73249387741089,-4.73249387741089,4.48,3.73878055848437,0.00266388377777167,0.00266388377777167,3.00115537181932,3.00115537181932,8,8,3.95424250943932,3.95424250943932,63,0,3,4.80617997398389,107,0,3,5.03342375548695,0,3,0,3,3,3,3.60205999132796,3.60205999132796,4,4,3.69897000433602,3.69897000433602
0.0,0.0,0.0,Estado em que algo se encontra.,0,versões,N,,Hoje há *versões* mais simples que custam apenas mil dólares .,"['opção', 'variantes', 'alternativa', 'variante']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-6.25390195846558,0.0,3.19475961896256,3.62270707859755,0.0115068794111993,0.0,3.0,3.00496884081929,10,0,3.0,4.04139268515823,9,0,3,4.0,462,0,3,5.66558099101795,0,3,0,3,4,1,3.30102999566398,3.69897000433602,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Isto é, cópia.",0,réplicas,N,,Parque tem pegadas de répteis pré-históricos que passaram por ali há milhões de anos e também *réplicas* de diversas espécies .,"['arremedo', 'representação', 'reprodução', 'repetição', 'apógrafo', 'reproduções', 'imitação', 'reflexo', 'duplicação', 'imagem', 'cópia', 'fac-símile', 'imitações', 'duplicado', 'duplicata', 'cópias']",,0.0,True,"Direito, Biologia, Geologia",6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.46698379516602,0.0,3.19475961896256,3.62270707859755,0.00285612281328097,0.0,3.0,3.00123863037801,10,0,3.0,4.04139268515823,9,0,3,4.0,111,0,3,5.04921802267018,0,3,0,3,4,1,3.30102999566398,3.69897000433602,2,0,3.0,3.47712125471966
0.0,0.0,0.0,"Ato de celebrar, comemorar.",0,celebração,N,,"Um dia , lá no século VI a.C , um corifeu chamado Téspis interrompeu de repente a *celebração* para declarar , alto e bom som : `` Eu sou Dioniso ! `` .","['circunstância', 'comemoração', 'sarau', 'acontecimento', 'festança', 'farra', 'função', 'festim', 'rito', 'evento', 'festival', 'festividade', 'folgança', 'culto', 'solenidade', 'cerimônia', 'folguedo', 'ritual', 'festejo', 'banquete', 'formalidade', 'ato', 'festa', 'homenagem', 'pândega']",,0.0,False,,6.87,3.89597473235906,3.38,3.6414741105041,3.67,3.66931688056611,-6.49631309509277,-6.7054328918457,2.51,3.54530711646582,0.000714030703320243,0.000796418861395655,3.00034574265707,3.00030998893672,9,9,4.0,4.0,11,0,3,4.07918124604763,26,0,3,4.43136376415899,0,3,0,3,4,4,3.69897000433602,3.69897000433602,0,1,3.30102999566398,3.0
0.0,0.0,0.0,Estado em que algo se encontra.,0,versão,N,,"Mesmo que seja uma adaptação , muito do conto original ficou nessa *versão* .","['opção', 'alternativa', 'variante', 'edição']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.30791997909546,0.0,3.19475961896256,3.62270707859755,0.00590448466207124,0.0,3.0,3.00255674438434,15,0,3.0,4.20411998265593,13,0,3,4.14612803567824,220,0,3,5.34439227368511,0,3,0,3,7,1,3.30102999566398,3.90308998699194,1,0,3.0,3.30102999566398
0.0,0.0,0.0,Designação do que se movimenta de modo contínuo.,0,fluxo,N,,Daí falarmos em *fluxo* de energia .,"['corrente', 'deslocamento', 'movimentação', 'movimento', 'passagem', 'trânsito']",,0.0,True,"Medicina, Química",6.74,3.88874096068289,3.9,3.69019608002851,4.0,3.69897000433602,-6.2026572227478,-6.2026572227478,3.25,3.62838893005031,0.00162030044214978,0.00162030044214978,3.0007031180635,3.0007031180635,9,9,4.0,4.0,18,0,3,4.27875360095283,95,0,3,4.98227123303957,0,3,0,3,4,4,3.69897000433602,3.69897000433602,1,1,3.30102999566398,3.30102999566398
0.0,0.0,0.0,"Conformidade, igualdade de opiniões, pensamentos, sensações ou sentimentos.",0,consenso,N,,"O número não é *consenso* , mas uma coisa é certa : bebês entre 2 e 5 anos querem saber tudo sobre tudo .","['harmonia', 'conformidade', 'unanimidade', 'consonância', 'acordo', 'concordância', 'entendimento']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.45405721664429,0.0,3.19475961896256,3.62270707859755,0.000192239035509296,0.0,3.0,3.0000834803285,16,0,3.0,4.23044892137827,16,0,3,4.23044892137827,7,0,3,3.90308998699194,0,3,0,3,7,1,3.30102999566398,3.90308998699194,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Ação ou efeito de prevenir, agir por antecipação.",0,prevenção,N,,"`` Com isso , o objetivo maior que tracei para o vídeo já foi atingido : o de divulgar e promover a *prevenção* da dengue .","['resguardo', 'previdência', 'aviso', 'advertência', 'cuidado', 'previsão', 'providência', 'prudência', 'cautela', 'diligência', 'precaução', 'sobreaviso']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.73366689682007,0.0,3.19475961896256,3.62270707859755,0.00719523247191937,0.0,3.0,3.00311366138492,11,0,3.0,4.07918124604763,8,0,3,3.95424250943932,294,0,3,5.46982201597816,0,3,0,3,5,1,3.30102999566398,3.77815125038364,3,0,3.0,3.60205999132796
0.0,0.0,0.0,Fazer com que fique conhecido; adorado por uma grande número de pessoas.,0,popularizar,V,,Havia também um desenho animado que ajudou a *popularizar* os bonequinhos pelo país .,"['divulgar', 'difundir']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.77943897247314,0.0,3.19475961896256,3.62270707859755,0.00109850877433884,0.0,3.0,3.00047681445451,14,0,3.0,4.17609125905568,11,0,3,4.07918124604763,40,0,3,4.61278385671974,0,3,0,3,6,1,3.30102999566398,3.84509804001426,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Qualidade de vizinho, próximo de casa.",0,vizinhança,N,,"Exatamente por estarmos dentro dela , sabe-se bem menos sobre sua forma do que se sabe sobre as outras em nossa *vizinhança* .","['proximidades', 'imediações', 'proximidade', 'circunvizinhança', 'cercania', 'arredor', 'adjacência', 'arredores']",,0.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.95101499557495,0.0,3.19475961896256,3.62270707859755,0.00972180265289869,0.0,3.0,3.00420173396558,11,0,3.0,4.07918124604763,18,0,3,4.27875360095283,373,0,3,5.57287160220048,0,3,0,3,5,1,3.30102999566398,3.77815125038364,1,0,3.0,3.30102999566398
0.0,0.0,0.0,Método ou processo; maneira através da qual alguma coisa é feita.,0,procedimento,N,,"Repetiram esse *procedimento* várias vezes , para que tivessem células suficientes para conduzir o estudo , as deixaram se dividir em laboratório e , depois , as transferiram para o corpo de cadelas , onde elas se desenvolveram , dando origem a Ruppy e seus irmãos .","['tática', 'estratégia', 'artimanha', 'via', 'ferramenta', 'jeito', 'estratagema', 'método', 'arte', 'meio', 'forma', 'sistema', 'processo', 'esquema', 'metodologia', 'mecanismo', 'dispositivo', 'técnica', 'conduta']",,0.0,True,Direito,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.7973427772522,0.0,3.19475961896256,3.62270707859755,0.0113970285337654,0.0,3.0,3.00492167334904,11,0,3.0,4.07918124604763,6,0,3,3.84509804001426,458,0,3,5.66181268553726,0,3,0,3,4,1,3.30102999566398,3.69897000433602,1,0,3.0,3.30102999566398
1.0,1.0,1.0,Ato ou efeito de vazar; vazamento.,1,vazão,N,"[1.0, 2.0, 3.0, 4.0]","Primeiro porque o Tâmisa recebia menos esgoto e tem *vazão* maior que o Tietê , diluindo melhor a sujeira .","['fluxo', 'escoamento', 'vazante', 'venda']","['fluxo', 'vazante', 'vazão', 'escoamento']",1.0,False,,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-4.67773389816284,-4.67773389816284,3.19475961896256,3.62270707859755,0.00211462939060226,0.00211462939060226,3.00091740223424,3.00091740223424,9,9,4.0,4.0,38,0,3,4.5910646070265,100,0,3,5.00432137378264,0,3,0,3,4,4,3.69897000433602,3.69897000433602,2,2,3.47712125471966,3.47712125471966
0.0,0.0,0.0,Choque; batida ou encontro violento,0,embate,V,,"Com isso , tinham a vantagem de serem temidos - na maioria das vezes , a tripulação se entregava antes do *embate* corporal .","['entrechoque', 'abalroamento', 'esbarro', 'batalha', 'batida', 'percussão', 'choque', 'colisão', 'luta', 'pancada', 'abalroação', 'confronto', 'encontrão', 'topada', 'esbarrão', 'impacto', 'encontro']",,0.0,False,,6.42,3.87040390527903,3.33,3.63648789635337,3.73,3.67486114073781,-6.37633800506592,-6.37633800506592,3.21,3.62428209583567,0.000851344300112597,0.000851344300112597,3.00036957683549,3.00036957683549,8,8,3.95424250943932,3.95424250943932,10,0,3,4.04139268515823,31,0,3,4.50514997831991,0,3,0,3,3,3,3.60205999132796,3.60205999132796,4,4,3.69897000433602,3.69897000433602
0.0,0.0,0.0,Aquilo que se faz para tornar algo possível.,0,preparo,N,,O cuidado com os alimentos e com o seu *preparo* também faz parte da boa higiene alimentar .,"['preparativo', 'amanho', 'aprestamento', 'apresto', 'preparação', 'aparelho', 'organização', 'preparamento']",,0.0,True,"Farmácia, Direito, Agricultura, Química",6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-6.39100408554077,0.0,3.19475961896256,3.62270707859755,0.00156537500343284,0.0,3.0,3.00067930218338,14,0,3.0,4.17609125905568,2,0,3,3.47712125471966,60,0,3,4.78532983501077,0,3,0,3,6,1,3.30102999566398,3.84509804001426,2,0,3.0,3.47712125471966
0.0,0.0,0.0,Objeto sólido que se desloca no espaço interplanetário.,0,meteoritos,N,,Todos os *meteoritos* que encontro são levados ao Museu Nacional no Rio de Janeiro para serem analisados .,['aerólito'],,0.0,True,Astronomia,6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.27336883544922,0.0,3.19475961896256,3.62270707859755,0.00120835965177272,0.0,3.0,3.00052446712024,13,0,3.0,4.14612803567824,6,0,3,3.84509804001426,45,0,3,4.66275783168157,0,3,0,3,6,1,3.30102999566398,3.84509804001426,2,0,3.0,3.47712125471966
0.0,0.0,0.0,Designação do que se movimenta de modo contínuo.,0,fluxo,N,,"Isso faz com que o *fluxo* de calor do nosso corpo para a água tenda a ser muito grande , se a água estiver bem fria .","['deslocamento', 'movimentação', 'movimento', 'passagem', 'trânsito']",,0.0,True,"Medicina, Química",6.85065304755528,3.89490578453548,4.30508521247299,3.72469236411099,4.23874190667557,3.71922700290153,-5.45405721664429,0.0,3.19475961896256,3.62270707859755,0.000192239035509296,0.0,3.0,3.0000834803285,16,0,3.0,4.23044892137827,16,0,3,4.23044892137827,7,0,3,3.90308998699194,0,3,0,3,7,1,3.30102999566398,3.90308998699194,1,0,3.0,3.30102999566398
0.0,0.0,0.0,"Conformidade, igualdade de opiniões, pensamentos, sensações ou sentimentos.",0,consenso,N,,"Não há *consenso* entre os especialistas , mas acredita-se que os filhotes eram cuidados pela mãe .","['harmonia', 'conformidade', 'unanimidade', 'consonância', 'concordância', 'acordo', 'entendimento']",,0.0,False,,5.51,3.81358098856819,3.83,3.68394713075151,4.13,3.71011736511182,-5.20113515853882,-6.33661222457886,3.22,3.62531245096167,0.120396561667536,0.00389970614890286,3.00169032711,3.04937176736761,7,5,3.77815125038364,3.90308998699194,67,0,3,4.83250891270624,5451,0,3,6.73655584716264,0,3,0,3,3,2,3.47712125471966,3.60205999132796,0,3,3.60205999132796,3.0
0.0,0.0,0.0,Ação ou efeito de manter ou manter-se.,0,manutenção,N,,"Além dos cordões , um grupo vindo da Bahia depois da abolição da escravatura , em 1888 , denominado negros baianos , também teve papel importante na luta pela *manutenção* do carnaval popular .","['conservação', 'conserva', 'continuidade', 'cuidado', 'inalteração', 'guarda', 'preservação']",,0.0,True,Militar,5.22,3.79379038469082,4.66,3.75281643118827,5.04,3.78103693862113,-4.84139776229858,-4.84139776229858,4.32,3.72591163229505,0.170543487216104,0.170543487216104,3.06838755293837,3.06838755293837,7,7,3.90308998699194,3.90308998699194,42,0,3,4.63346845557959,8090,0,3,6.90800220117255,0,3,0,3,2,2,3.47712125471966,3.47712125471966,1,1,3.30102999566398,3.30102999566398
