words,label
confronto,0
usado,0
basto,0
ambiente,0
recorrer,1
porto,0
paragem,0
resgatar,0
profuso,0
torturar,0
eletrizante,0
enviar,0
seriado,0
prestígio,0
defrontar,0
avidez,0
incrementar,0
série,0
anelo,0
esquadrinhar,0
agressividade,0
intangível,0
nauseabundo,0
alheio,0
surpreendente,0
olhar,0
elaborou,1
repugnante,0
isenção,0
diversão,0
topar,0
violentamente,1
cata,0
respeitável,1
adeptos,1
pluralidade,0
epilogar,0
festança,0
magnetismo,0
desenvolveu,0
subdivisão,0
ranchos,1
carniceiro,0
mescla,0
cultivação,0
comprimento,0
patenteou,1
transformar,0
propender,0
fora,0
resgatados,0
circunstâncias,0
constatar,0
inovou,1
pitança,0
incorreção,0
lavoura,0
irregularidade,0
acuidade,0
modo,0
fossa,0
artigo,0
figurar,0
ajuntado,0
glorificar,0
oportuno,0
semoto,0
só,0
deter,0
refinar,0
declínio,0
preso,0
alóctone,0
debandar,0
histórico,0
torturantes,0
abertamente,0
erosões,1
encontro,0
imprevista,0
deslocação,0
submergível,1
inocular,0
naufragar,0
desimpedido,0
demandar,0
tutelar,0
lixeira,0
propagação,0
dispositivo,0
esfacelamento,0
altíssimo,0
designa,1
vizinhança,1
récipe,0
esparso,0
prevenção,1
publicamente,1
técnica,0
inofensivo,0
palestrar,0
amplo,0
constrição,0
nitidamente,0
vontade,0
memorável,0
venda,0
lasso,0
rejeição,0
meritório,0
magro,0
autossuficiência,0
recebedor,0
distribuir,0
rigorosamente,1
nauta,0
duvido,0
marcantes,1
brilhante,0
paparicos,0
supostamente,1
nomeia,0
representa,0
gradativamente,0
fração,0
repassar,1
ressaltar,1
gerenciar,0
faceiro,0
contraria,0
aptidão,0
renascer,0
cessão,0
indispensavelmente,0
esfregação,0
determinante,0
verdadeiramente,0
apanágio,0
aspiração,0
lembrar,0
mau,0
transparente,0
copular,0
assessorar,0
programar,0
inquietude,0
contorno,0
readquirir,0
mencionar,0
inclemente,0
ensinamento,0
aventurar,1
preocupação,0
platação,0
indevidamente,0
deferir,0
pacífico,0
decidir,0
especial,0
caimento,0
incomensurável,0
eficiência,1
compreender,0
bizarros,1
devoravam,1
nomear,1
túmulo,0
certamente,0
corrosão,0
lustroso,0
juntamente,0
gradualmente,0
dizendo,0
ressurgir,0
inimigo,0
riquezas,0
considerável,1
sustentação,1
talentoso,0
capturar,0
quinta,0
apropositado,0
minuciosamente,0
confuso,0
estipula,1
despertou,0
corrimento,0
convida,0
itens,1
esticado,0
preparo,1
lascivo,0
pegou,0
beijo,0
utilizar,0
ninho,0
peculiaridade,1
preliminarmente,0
interatuar,0
inconvenientemente,0
evoluíram,1
buscar,0
gravar,0
retomar,0
asilo,0
arrimo,0
sempiternamente,0
benefício,0
conferência,1
retesado,0
efetivo,0
exageradamente,0
guia,0
desamparo,0
embaraço,0
repentista,1
repúdio,0
aprisionar,0
precisão,0
minimiza,0
norma,0
épico,0
nebulosas,1
sanguíneos,1
bastante,0
iluminante,0
aparatar,0
enquadramento,0
tramoia,0
extraordinário,0
inalterável,0
defraudamento,0
explicitamente,1
grandioso,0
conciso,0
favoritos,1
recreação,0
deveras,0
dilata,1
igualar,1
aumento,0
line,0
consumição,0
subitamente,0
deslindar,0
introduzir,0
comando,0
amenizar,0
simultaneamente,1
fatalmente,0
intáctil,0
intervalo,0
complô,0
tramar,0
reavivar,0
certâmen,0
inexperiente,0
raspa,0
convenção,0
coordenando,1
nojento,1
suposição,0
acepipe,0
valhacouto,0
hirto,0
aferição,0
discórdia,0
habilitado,0
torno,0
literal,0
engaiolamento,0
vasto,0
fizeram,0
alerta,0
pesarosamente,0
curativas,0
evidência,0
salientar,0
gorduchos,0
informações,0
eleito,0
apelar,0
esticados,0
amaldiçoado,0
prazerosamente,0
atividade,0
trajetória,0
dúvida,0
séria,0
desmantelar,0
reviravolta,0
captam,1
jornada,1
apresentação,0
tristemente,1
cicatrizar,1
leprosos,1
total,0
folguedo,0
imaginar,0
trampolinice,0
incontável,0
escora,0
contestação,0
sobremaneira,0
discriminação,0
corporação,0
branda,1
pernoitar,1
pecúlio,0
listra,0
copilar,0
conquista,0
refutação,0
atípico,0
prudência,0
produtivo,0
amassar,0
pegaram,0
tremor,0
remate,0
constante,0
experimento,0
aliciar,0
certame,0
conseguir,0
lampejante,0
míngua,0
arremesso,0
arraial,1
volátil,1
perda,0
estratégia,1
gaiola,0
gulosaria,0
abraçar,0
divertimento,0
próximo,0
assombroso,0
liberação,0
baixa,0
simplificar,0
intolerância,0
praxe,0
deformar,1
ferocidade,1
cavar,0
comovente,0
desinteresse,0
meteoritos,1
levar,0
historiadora,1
adornar,0
induzir,0
arredor,0
represam,1
velhice,0
brutalmente,0
disponível,1
corte,0
constrangedor,0
fictício,1
original,0
dolorido,0
impor,0
certeza,0
algemar,0
outorgar,0
simpatia,0
arredores,0
aptos,1
exiguidade,0
consecutivamente,0
embuste,0
caídos,1
surpreendedor,0
doces,0
amiudadamente,0
vermelho,0
coletar,1
regenerar,1
reformar,0
ensinança,0
assembleia,0
exótico,0
radioativo,1
idealizar,0
constantemente,0
fortuitamente,0
franco,0
consumo,0
alcançar,0
benjamim,0
disponibilizar,0
acalmar,0
interior,0
mslvado,0
junto,0
intensamente,1
curvatura,1
sortimento,0
expansão,1
abundante,0
roteiro,0
um,0
metediço,0
prática,0
inverídico,0
infindavelmente,0
jesus,0
fundação,1
sucessivo,0
sepultura,0
apresamento,0
modalidade,1
cosmos,1
pegar,0
dilatação,0
bênção,0
redondo,0
pomposo,0
relimar,0
recrear,0
estratagema,0
longevidade,0
conceber,0
bolhas,0
empatar,0
végeto,0
recaimento,0
eficiência,0
afastamento,0
enorme,0
escavaram,1
entidade,1
integrar,1
fruto,0
ilegalmente,0
carregar,0
identificação,1
grandeza,0
maçada,0
admirando,0
relembrar,1
afamar,0
despenhadeiro,0
equipamento,0
cobrador,0
formar,0
desabar,0
bloqueio,0
revolucionaram,1
conforme,0
eficazes,0
jorro,0
reestruturar,0
guloseimas,1
entregue,0
volta,0
professante,0
apagamento,0
imperiosamente,0
fortemente,1
esgotamento,0
prejudicial,0
pedir,0
invulgar,0
refúgio,1
benéficos,1
samburá,0
principiar,0
maçante,0
visibilidade,0
praga,0
testilhar,0
sobreaviso,0
fraca,0
consistente,0
imortal,1
recolhida,0
instável,0
rígido,1
irremediável,0
citação,0
exótica,1
mentais,0
carestia,0
asseio,0
imobilizado,0
imorredoiro,0
benfazejo,0
reescrita,0
indiscreto,0
frequentemente,0
abatimento,0
farelo,0
leal,0
maldição,1
anômalo,0
livremente,1
magricela,0
baseava,1
incendiar,0
especializam,0
cobrança,0
evolucionar,0
encanto,0
inexorável,0
festividade,0
experimentar,0
mostra,0
essência,0
privilégio,0
solapar,0
flui,1
acessível,0
feliz,0
esbarro,0
indene,0
escreveram,0
procedimento,1
patético,0
sofrer,0
nada,0
substancializar,0
constituição,0
mensuração,0
ônus,0
aludir,0
amodernar,0
contenção,0
prosperar,0
injetam,1
ocorrência,0
apreciar,0
acomodação,0
absorção,0
engano,0
exultante,0
manar,0
compendiar,0
contente,0
adaptação,0
indiciação,0
formular,1
cerca,0
autorização,0
abaixamento,0
quem,0
dar,0
secar,0
ajuntamento,0
lúgubre,0
lambear,0
império,0
mexeriqueiro,0
trazer,0
alterável,0
rígido,0
prescrição,0
luxuoso,0
contribuir,0
assolação,0
assistido,0
arraias,0
vão,0
típico,0
agradavelmente,0
ocasionar,0
questão,0
escrever,0
ressequir,0
avanços,1
costumado,0
trapalhada,0
correr,0
constantemente,1
ao,0
debilitável,0
compelir,0
verdade,0
induz,1
estupendo,0
ilegítimos,1
preceito,0
vulgarização,0
notável,0
influência,0
reiteradamente,0
especificidade,0
intentar,0
radiante,0
descoberto,0
seguramente,0
caracterização,0
instantaneamente,0
obrigatoriamente,0
invulnerado,0
transparentemente,0
estudar,0
esborrachar,0
xicaca,0
cartão,0
austeridade,0
encontrar,0
verdadeiro,0
desenvolveram,0
taxa,0
presentear,1
parcimônia,0
amiudado,0
encobrir,0
liliputiano,0
imunidade,0
entretém,0
mecanicamente,0
congresso,0
praieiro,0
ampliar,0
inúmero,0
lei,0
enclausurar,0
engrandecer,0
concretizará,1
coligação,0
pessoas,0
sintetizar,0
substância,0
explanar,0
garantido,0
miseravelmente,0
especialidade,0
sumarizar,0
juntas,1
indefenso,0
ominoso,0
internalização,0
evento,0
achega,0
caminho,0
curto,0
desígnio,0
rigor,0
perfazer,0
anedotista,0
investigar,0
menosprezado,0
furiosos,0
atração,0
escavar,1
funesto,0
remeter,0
homocromia,0
vagamente,0
precaução,0
definitivamente,0
consolo,0
controlar,0
nédio,0
inestimável,0
dominante,0
albergar,0
possibilitou,1
ondulatórios,1
letargia,0
atentamente,1
apógrafo,0
encher,0
discussão,0
litorâneas,0
chamar,0
plano,0
resto,0
identificar,0
variar,0
saltado,0
decorrente,0
no,0
projetar,0
desabrigado,0
inerte,0
intitular,0
capturou,0
acrescentado,0
cabaz,0
trincos,0
capacidade,0
coletou,1
panelinha,0
odioso,0
infalível,0
guarita,0
trama,1
sepulcro,0
logro,0
vias,0
zoólogo,1
legendário,0
quantidade,0
impalpável,0
picar,0
degenerar,0
exigir,0
terrificar,0
registraram,0
interpretação,0
bamba,1
desmembramento,0
especificamente,1
passatempo,0
intensificar,0
retiro,0
ensino,0
esboçar,0
bala,0
situação,0
intransigência,0
inócuo,1
enrijecido,0
rigidez,0
corrente,0
derretimento,0
feito,0
conversação,0
combinando,0
dramática,1
jocoso,0
negligência,0
severidade,0
seminário,0
derrubado,0
biológico,0
adepto,1
associar,0
lição,0
obrigatoriamente,1
propositalmente,0
coadjuvar,0
aprazivelmente,0
aprendiz,0
homenagem,0
marujos,0
camuflagem,1
deslumbrante,0
encolhimento,0
determinação,0
seguidamente,0
esquecido,0
reino,0
arquitetar,0
universo,0
ter,0
inexprimível,0
fusionar,0
réplicas,1
juntam,0
profundidade,0
afetuosamente,0
reciclagem,0
culminação,0
potência,1
febre,0
fatos,0
economicamente,1
libertação,0
difundiu,1
atado,0
elevar,0
simularam,1
evitado,0
mirar,0
ganância,0
balaio,0
mausoléu,0
amparar,0
ambulante,0
espavorecer,0
ininterruptamente,0
contexto,1
cultura,0
significado,0
excitada,0
detalhadamente,0
sanguinolento,0
tipicamente,1
edição,0
violento,0
estresse,0
sério,0
corroendo,1
perigosamente,0
espaço,0
razoável,0
indefeso,0
formigar,0
atacável,0
inesperada,0
alarmar,0
mundo,0
averiguar,0
vivenciar,1
ganho,1
instituir,0
concavidade,0
aprisiona,0
tesouro,0
erro,0
viabilizou,0
parceria,0
cavalaria,0
conglomerar,0
mente,0
adjacência,0
áfrica,0
rigoroso,0
promover,0
ferver,0
jaula,0
auxílio,0
feitiçaria,0
prende,0
sindicância,0
argumenta,1
resquícios,0
pechincha,0
malévolo,0
pontualmente,1
devorar,1
global,1
gravemente,1
sobremodo,0
ver,0
solver,0
deterioração,0
lancinante,0
guloseima,1
imitar,0
seguidor,0
aula,0
descontente,0
ilusão,0
se,0
lucro,0
desagregação,0
atenuação,0
vigília,1
variados,0
singular,0
costume,0
procriem,1
restante,0
juntar,0
necessariamente,0
destroçava,1
estativo,0
maestria,0
batalhar,0
vislumbre,0
desgastar,0
qualificar,0
sucinto,0
afrontar,0
vulgar,0
ádvena,0
surpreendentemente,0
receptáculo,0
bolacha,1
visita,0
imponente,0
estria,0
perito,0
despencar,0
correspondente,0
nominar,0
prodigioso,0
ajuizadamente,0
novel,0
abandonado,0
conhecer,0
feudal,1
barranco,0
desânimo,0
destruir,0
deficiente,0
afiliar,0
propriedade,0
popularização,0
hegemonia,0
principiante,0
ciclo,0
descreve,0
pacto,0
providência,0
resistência,0
mudável,0
couto,0
distribuição,0
poucos,0
perseguição,0
elogiar,0
rútilo,0
ardor,1
enquanto,0
penetrante,0
aprisionar,1
bate,0
fim,0
perspicácia,0
essencialmente,0
referência,0
tribunal,0
apresentar,0
condescender,0
entrechoque,0
consumir,0
resultantes,1
ensejar,0
desgaste,0
vagaroso,0
psíquicos,1
prejudicável,0
recanto,0
quebra,1
depararam,1
rasto,0
dolorida,0
união,0
otimizar,0
estranhos,0
concretizar,1
filiar,0
piscar,0
consuetudinário,0
oposto,0
para,0
perquirir,0
provocar,0
ancianidade,0
ausência,0
renovar,0
violentas,0
consequência,0
feira,0
força,0
ordinário,0
percorrer,0
captura,0
obsequiar,0
abundância,0
agradar,0
atenciosamente,0
treinagem,0
excessivamente,0
harmonizar,0
desatar,0
dizer,0
entregar,0
ereto,0
derrocada,0
abolar,0
categoria,0
produtividade,0
eventuais,1
demasia,0
aperfeiçoamento,0
incentivo,0
insólito,0
enxamear,0
parco,0
resgate,1
sanguinários,1
réplica,1
sobrelevar,0
filiação,1
astrofísico,0
afrouxar,0
interceptar,0
despenhar,0
aprofundar,0
ponderar,0
simulado,0
tétrico,0
importado,0
saldo,0
demasiado,0
tempo,0
aplaudir,0
imaginário,0
determinar,0
traduzir,0
polir,0
respaldar,0
acordar,0
aproximado,0
mercê,0
progressivo,1
ilustre,0
parrudo,0
remição,0
preservativo,0
dispõe,0
querela,0
facilitar,0
iam,0
improvávemente,0
vários,0
carinho,0
corporificar,0
senhor,0
testar,0
gulodices,0
lance,0
sobejo,0
insistência,0
aproveitamento,0
conta,0
espetaculoso,0
gravemente,0
ensoar,0
itinerário,1
queimação,0
dom,0
duplicação,0
estimula,0
ardil,0
alicerçar,0
pendente,0
melancolia,0
região,0
tratantada,0
exterminação,0
favor,0
hirsuto,0
interação,0
cavado,0
caracteristicamente,0
lentamente,1
inesperado,0
distante,0
do,0
abalizar,0
lavra,0
fotografar,0
resume,1
pontual,0
licença,0
monumentais,1
sala,0
universalizar,0
defendido,0
serenamente,0
nobre,0
incansavelmente,0
meta,0
alindar,0
decomposição,0
delicado,0
salubridade,0
dizimar,0
refazer,0
lidar,0
ritual,0
sexóloga,1
franquia,0
período,0
etéreo,0
engarrafar,0
mequetrefe,0
impressão,0
compassado,0
incitar,0
declaradamente,0
distinção,0
divisão,0
suposições,0
sepulcral,0
difusos,1
fantástica,0
abandono,1
ramificação,0
preservação,0
realizar,0
desarmado,0
alcance,0
desvanecer,0
hanseniano,0
substanciar,0
assédio,1
meados,1
marinheiros,0
ferir,0
convenção,1
instrução,0
ignorados,1
privativo,0
alienação,0
indiscutivelmente,0
instantâneo,1
vara,0
esmerar,0
vergonha,0
magnificência,0
tampouco,1
tributo,0
conserva,0
exibição,0
inevitável,1
ligadura,0
fratura,0
preceitos,1
micante,0
distinção,1
experimentos,1
sutilmente,0
arbitrário,0
autonomia,1
impaciência,0
xereta,0
cheio,0
reconta,1
efetivar,0
divertidamente,0
limitar,0
cintilante,0
trajeto,0
exação,0
raja,0
indicativo,0
bonito,0
faxina,1
propagar,0
relacionar,0
agarrar,0
profissões,0
propalação,0
titular,0
entrega,0
desconfortável,1
fundamental,0
indícios,1
teimar,0
cuidado,0
possivelmente,1
estáticas,1
cultuar,0
convidativo,0
circunvizinhança,0
peritagem,0
normalmente,0
drasticamente,0
planear,0
regularmente,0
primoroso,0
estúrdio,0
inventar,0
incomum,0
tombado,0
consonância,0
know,0
desconcentrar,1
batalha,0
consistir,0
captar,1
checar,1
corajoso,0
definitivamente,1
invertido,0
previdência,0
pomposos,1
vexame,0
referenciação,0
caramelo,0
soltura,0
ceder,0
imediação,0
repetição,0
agir,0
minimizar,0
detidamente,0
aparentemente,1
ambiciosa,0
arremedar,0
surgimento,1
estremecimento,0
mental,0
horripilar,0
problemático,0
repertório,0
sanguíneo,1
contribuição,1
destreza,0
destro,0
processo,0
recreativo,1
personificar,0
prêmio,0
delgado,0
raquítico,0
alto,0
relação,0
presente,0
espessura,1
interagir,1
abalroamento,0
aperto,0
esquentado,0
imundo,0
envergamento,0
psique,0
vigilância,0
preparamento,0
curiosidade,0
evidencia,0
defeituosamente,0
argumentar,0
docemente,0
esdrúxula,1
cativeiro,1
grandiosidade,0
disfarce,0
alcofa,0
aversão,0
representação,0
pista,0
sacal,0
bruxedo,0
antagonismo,0
tristeza,0
crescido,0
audacioso,0
embate,0
supremo,0
satisfatoriamente,0
relançamento,0
inquietação,0
indício,1
aceso,0
alegar,0
conciliar,0
discípulo,0
rigorosamente,0
perverter,0
pronto,0
desmanchar,0
seguramente,1
idolatra,1
exatamente,0
compartir,0
confiar,0
financeiramente,0
expressar,0
sucessivamente,1
emparelhar,0
insuflar,0
fartamente,0
adequadamente,0
paradoxal,0
sítio,0
considerado,0
fechar,0
inerente,0
regredindo,1
adentrar,0
ensinadela,0
arguir,0
admirador,0
lanço,0
resultado,0
confinar,0
dilatado,0
paleta,0
extrair,0
vestiam,0
bagagem,0
defeito,0
recolhimento,0
câmera,0
colisões,1
especificar,0
sectário,0
naturalmente,0
recompor,0
interagem,1
fórmula,1
decaída,0
maiormente,0
marcar,0
progresso,0
conglobar,0
preparado,0
estranho,0
extravagância,0
corpulento,0
propício,0
digno,0
musculado,0
devanear,0
benesse,0
circulação,0
recuperação,0
estender,0
junta,0
jornada,0
perverso,0
invencível,0
bens,0
farra,0
melhoramento,0
agraciar,0
mesmo,0
crítico,0
ininterruptamente,1
alcance,1
influenciador,0
incríveis,0
sopesar,0
anteriormente,1
pernicioso,0
reter,0
assentar,0
bizarras,1
jazigo,0
espiritualidade,0
incerto,0
projeção,0
ileso,0
transmissão,0
minimizar,1
alternativa,0
anormal,0
propiciar,0
empobrecimento,0
inovador,0
falsamente,0
amedrontador,0
concentrar,0
severo,0
proteção,0
departamento,1
de,0
princípio,0
majestade,0
repente,0
defraudação,0
reprimidor,0
reorganizar,0
infalível,1
petisco,0
esquivo,0
aviso,0
rameira,0
irracional,0
colocação,0
fartura,0
talentosas,1
heroísmo,0
cercos,1
sustentar,0
paroxismo,0
bifurcação,0
macrocosmo,0
carícias,1
apto,0
repressora,1
filme,0
fomentar,0
tomada,0
mínimo,0
gumes,1
tripulantes,0
habilidade,0
vulnerável,1
fatal,0
esplêndido,0
degradação,1
fortuna,0
encurtar,0
incoerência,0
astrônomo,1
inscrever,0
favorito,1
imorredouro,0
ações,0
distúrbio,1
indolente,0
façanhudo,0
condensação,0
destacou,0
primário,0
objetivamente,0
atribuir,0
belamente,0
formulação,1
relaxado,0
guardar,0
repousar,0
emergência,0
som,0
idênticas,0
delinear,0
vangloriar,0
aparição,0
transferir,0
granjear,0
ternamente,0
decisório,0
despacho,0
alargar,0
tristonho,0
combinar,0
habilidoso,0
mecanismo,0
despropositadamente,0
exige,0
indicador,0
aterrorizava,1
emancipação,0
inquietar,0
psicólogo,1
distração,0
intriga,0
arquejo,0
produto,0
feitiço,0
memorizar,0
padrão,0
meio,0
ardimento,0
litígio,0
expressão,0
sexo,0
desordem,0
passe,0
ilustração,0
instituição,0
replicar,0
debate,0
inocupado,0
integrar,0
preeminência,0
equiparar,0
articular,0
escrupulosamente,0
how,0
prudentemente,0
laudável,0
similar,1
infalivelmente,0
derivado,0
cabala,0
sarau,0
ágil,0
controle,0
hipoteticamente,0
folga,0
adjunto,0
documentos,0
intocável,0
beleza,0
resistir,0
apenas,0
grande,0
espessura,0
on,0
paulatinamente,0
terminantemente,0
desprezo,0
eclusa,1
desmoronar,0
polêmica,0
degradar,1
ligar,0
desprezado,0
fraude,1
albergue,0
desacreditado,0
delimitar,0
alegando,1
excelso,0
experienciar,0
elementar,1
saber,0
celebridades,1
reunião,0
sombrio,0
desentendimento,0
amortece,1
virtual,1
indicar,0
implacável,0
engaiolar,0
apavorar,0
dissolução,0
quadrar,0
portentoso,0
fama,0
espinhento,0
criatura,0
clímax,0
remendar,0
propalar,0
diminuem,0
multiplicidade,0
ansiedade,0
rematar,0
agregar,0
cega,1
prender,0
batuque,1
fechaduras,0
nazista,1
estabacar,0
garrote,0
distinguir,0
sincronicamente,0
previsões,0
radiativa,0
reproduzir,0
perdida,0
desumano,0
sublimar,0
assimilar,0
abisso,0
objetos,0
na,0
restaurar,0
tombar,0
asqueroso,0
sequente,0
cibernético,0
reproduções,0
mirabolante,0
proporcionalmente,1
inspeção,0
experimentação,0
briga,0
vulto,0
simbolizar,0
descrever,0
esconjurar,0
perímetro,0
medicativo,0
ligeiramente,1
alegremente,1
acomodar,0
intuito,1
valentia,0
tocante,0
longevidade,1
melhora,0
magoável,0
glória,0
desviar,0
dolorosos,1
laxo,0
cautelosamente,0
existência,0
delicadamente,0
espantar,0
troca,0
revolta,0
várias,0
chocante,0
diferenciar,0
sofreguidão,0
remanente,0
fundura,0
cara,0
deprimido,0
mergulhar,0
necessidades,0
entendimento,0
conservar,0
inesperadamente,0
variável,0
estremar,0
lambarice,0
sobressaltar,0
historiógrafo,0
locomoção,0
intermissão,0
amontoado,0
braveza,0
reconhecimento,0
encantador,0
ondulado,0
afirmar,0
opção,0
olorosa,0
nocente,0
admissível,0
nautas,0
charme,1
possibilitam,1
topada,0
redução,1
incessantemente,0
estendendo,0
intimidar,0
destrutível,0
derme,1
inumerável,0
comidas,0
avolumamento,0
segmentação,0
inconcebível,0
atingir,0
fato,0
memorial,0
atuar,1
objetivo,0
gravidade,0
destaque,0
tecido,0
abambalhado,0
originariamente,1
explicar,0
móvel,0
personalidade,0
golfada,0
soberano,0
minguamento,0
microcosmo,0
solucionar,1
crédito,0
festival,0
sucessivos,1
suavemente,1
precipício,0
supetão,0
honroso,0
proximidade,0
direção,0
fundamentar,0
igual,0
presenteava,1
surreal,0
tapeação,0
fino,0
imprecação,0
estapafúrdio,0
alvo,0
ofertar,0
exposto,0
santidade,0
laboração,0
cúmulo,0
incorpóreo,0
da,0
aporte,0
viabilizar,0
cúspide,0
fotográfica,0
tudo,0
recapitular,0
categórico,0
explanação,0
galante,0
ligado,0
coletam,1
unir,0
involução,0
realidade,0
ardidos,1
pomposa,1
substancial,0
elite,0
fascinante,0
desafia,1
minar,0
rotineiro,0
típicos,0
depreender,0
acertadamente,0
amedrontar,0
vitais,1
picante,0
fluir,1
bloquear,0
ofego,0
mentalidade,1
ajuda,0
superintender,0
calmamente,0
poderio,0
invisual,0
arrolar,0
projeção,1
fogo,0
hospitalização,0
todas,0
façanhoso,0
parecidas,0
aborrecido,0
moderar,0
fundos,0
esfuziante,0
preservado,0
arte,0
impreterível,0
idealizou,1
coletivo,0
sintoma,0
congregar,0
gana,0
convencer,0
alargamento,0
domínio,0
contextura,0
raivosos,1
exaltar,0
automaticamente,1
caderno,0
admirar,0
dispersa,0
imperfeitamente,0
submergir,0
combinação,0
espécie,0
jura,0
lata,0
complicado,0
cansado,0
queimada,0
fiscalização,0
especialmente,0
dominação,0
ensaiaram,0
aumnetaar,0
perder,0
juntura,0
imaterial,0
infestavam,1
metodologia,0
imperecível,0
devoram,1
alegrar,0
frequente,0
abdicação,0
climáticas,1
senão,0
extremo,0
terapeuta,0
competência,0
âmbito,0
colher,0
crescer,0
moradores,0
principal,0
provavelmente,0
enfrentar,0
ombrear,0
inconscientemente,0
gulosice,0
desordenada,0
liquefação,0
sintéticos,1
quitute,0
aflição,0
tugúrio,0
palestra,1
espinhosa,1
batida,0
enredo,0
trânsito,0
caracterizar,0
desprovimento,0
repercussão,1
correto,0
obviamente,0
crescimento,0
fragmentação,0
pouco,0
fraudação,0
esquecimento,0
antigos,0
demora,0
vício,0
trombada,0
necessariamente,1
aprova,0
majestoso,0
faustuoso,0
conselho,0
grotesco,0
implementar,0
produtos,0
nomear,0
instintivamente,0
deslocamento,0
acontecimento,0
efúgio,0
sujeitar,0
odorífera,0
alçada,0
provento,0
desenvoltura,1
parte,0
descontinuação,0
característica,0
posição,0
regulamento,0
novatos,1
abarcamento,0
submersa,1
pulular,0
prenunciação,0
progressista,0
execução,0
predominante,1
relembrar,0
peça,0
acrisolar,0
manipresto,0
perturbou,0
sapata,1
intenção,0
ampliaram,0
desprendimento,0
captar,0
respigar,0
deslocamento,1
aliviar,0
desequilíbrio,1
apreciadores,0
minúsculos,0
jucundo,0
rara,0
doce,0
fortuito,0
relacionam,0
discreta,0
cercado,0
longínquo,1
sequencial,0
lugar,0
altercação,0
alterar,0
recurso,0
navegante,0
raivento,0
autoridade,0
emocionais,1
nanicos,1
assegurar,0
comem,0
incomodado,0
contar,0
satisfeito,0
personalizar,0
amplificação,0
peçonhento,0
estipular,0
predominância,0
incontável,1
frugal,0
castradora,0
recursos,0
declinação,0
conjunção,0
batizar,0
prevalência,0
compartilhar,1
definição,0
sentido,0
interpretações,0
igualizar,0
cisão,0
entediante,1
adaptado,0
imaterial,1
orgulham,1
reparar,0
minguado,0
desnível,0
letra,0
religiosamente,0
desabrigo,0
moroso,0
pequeno,0
intender,0
encarcerar,0
orientação,0
fortemente,0
maligno,1
fermentáveis,1
desgaste,1
multiplicar,0
roliços,1
variantes,0
encorajar,0
habitualmente,0
réplica,0
consolação,1
glorioso,0
inóxio,0
inconfortável,0
possessão,1
arrojada,0
passos,0
obrigatório,0
maquinalmente,0
vazante,0
incessante,0
iniciantes,0
aplacar,1
mágico,0
exóticas,1
acudir,0
nomeadamente,0
extermínio,1
coletando,1
volantes,1
desvendar,0
malevolente,0
atrasado,0
conceitos,0
arrecadação,0
instintivos,1
instilar,0
memorar,0
ressurgiu,1
agudeza,0
querer,0
dogma,0
necessita,0
independência,0
disse,0
cantando,0
expedições,1
resolução,1
clausura,0
ensanguentada,0
usual,1
batidas,0
linear,1
reunir,0
faceta,0
aparentar,0
ininterrupto,0
personalidades,0
passar,0
vil,0
jurar,0
relaxe,1
simpósio,0
incorporar,0
pugnar,0
congênita,0
resíduo,0
estável,1
ocupar,0
placidamente,0
inquirir,0
aventura,0
difundir,0
precisar,0
entreter,1
escasso,1
cativante,0
flácido,0
alargado,0
vilão,1
estar,0
visguento,0
servir,0
corrigir,0
calouro,0
piedade,0
acordo,0
hediondo,0
aperfeiçoar,0
curar,0
manipular,0
escavar,0
lauto,0
materializar,0
conexão,0
leva,0
decisivo,1
operar,0
sobejamente,0
modelo,0
oportunizar,0
pró,0
senso,0
inúmeros,1
dubitável,0
local,0
sombra,0
depressão,1
vistoria,0
curva,0
sabe,0
furioso,0
avidamente,0
erosão,1
cruelmente,0
seguida,0
resolutivo,0
interesse,0
estalo,1
desenvolver,0
população,0
louvável,1
descavar,0
esbodegado,0
visivelmente,0
translação,0
emparelhar,1
apropriado,0
sinaliza,0
estritamente,0
desenho,0
sucesso,0
detrito,0
meretrizes,1
decifrar,0
aglomerar,0
artificioso,0
relatos,1
nocivo,0
bizarra,1
engenho,0
registros,0
limpeza,0
desfadigar,0
paleontólogo,1
atlético,0
aparentemente,0
imortalizar,1
artifício,0
vomição,0
superabundância,0
batizou,1
conferir,0
bruscamente,1
modernização,0
dissipa,1
ordinariamente,0
reportar,0
rubro,0
excreção,1
examinar,0
bruscamente,0
orientar,0
exclusivamente,0
salvação,0
sanguínea,1
insatisfeitos,1
embasar,0
extraordinariamente,1
propriamente,0
atualizações,1
congruência,0
expandimento,0
cultor,0
considerar,0
receio,0
discernimento,0
venerar,0
sentença,0
pesado,0
forâneo,0
enraivecido,0
cilíndrico,0
resquício,0
expedição,0
procura,0
reluzentes,1
interrogatório,1
secreção,0
famosos,0
inflamar,0
indevidamente,1
libertamento,0
inconscientemente,1
engendrar,0
precipitado,0
cópias,0
avalistas,0
crucial,0
sedutor,0
sequaz,0
alagado,0
proezas,1
monótono,0
cremação,0
distinto,0
incandescente,1
tremulante,0
improviso,0
captou,1
respeitar,0
regalia,0
profícuo,0
afinidade,0
relevante,0
tenso,0
correnteza,0
produção,0
abranger,0
juízo,0
escape,0
instância,0
arremesso,1
perseverantemente,0
durabilidade,0
pondera,1
comedido,0
transportar,0
preparativo,0
decorrer,0
danação,0
particularidade,0
abrir,0
justamente,0
espasmo,0
determina,0
