text,type,year
Considerando o Relatório de Auditoria;,Considerandos,2015
"COnsiderando os Princípios da Razoabilidade e da Proporcionalidade, e que as irregularidades relatadas não ensejam a rejeição das contas;",Considerandos,2015
"Considerando que o pagamento de servidores da educação de forma indevida com os recursos do Fundeb 60%, foi de apenas R$ 2.928,00, representando apenas 0,00042% do total gasto com os professores em 2015, Ponto 2.1.5 do Relatório de Auditoria – Achado OA.2;",Considerandos,2015
"Considerando a falta de controle no abastecimento de combustíveis na Prefeitura Municipal de Santa Cruz, Ponto 2.1.2 do Relatório de Auditoria – Achado A3.2;",Considerandos,2015
"Considerando o pagamento de serviços na área da saúde com recursos do Fundo Nacional de Saúde, contrariando a Portaria GM nº 1.606/2001 do Ministério da Saúde, considerada falha formal, Ponto 2.1.4 do Relatório de Auditoria – Achado OA.1;",Considerandos,2015
"Considerando os termos do Parecer Ministerial n° 228/2017, da lavra da Procuradora Maria Nilda da Silva;",Considerandos,2015
CONSIDERANDO o Relatório de Auditoria;,Considerandos,2015
CONSIDERANDO o art. 37 da Constituição Federal;,Considerandos,2015
"CONSIDERANDO que a prorrogação do contrato de Assessoria Contábil contrariou o art. 57 da Lei Federal nº 8.666/93, item 2.6.1 do Relatório de Auditoria, decido aplicar uma multa no valor de R$ 7.677,00 (percentual de 10,00%) nos termos do art. 73, inciso III, da Lei Orgânica deste Tribunal de Contas; ",Considerandos,2015
"CONSIDERANDO que as ações e/ou omissões referenciadas nas irregularidades relatadas nos itens 2.6.1 e 2.6.5 do Relatório de Auditoria configuram fortes indícios de incursão nos arts. 10 e 11 da Lei nº 8429/92, determino a aposição de nota de improbidade administrativa nos termos do art. 59, parágrafo único, da Lei Orgânica do TCE-PE;",Considerandos,2015
Considerando a despesa de pessoal indevidamente classificada como outros serviços de terceiros;,Considerandos,2015
"Considerando as despesas sem prestação de contas, no valor de r$ 6.000,00;",Considerandos,2015
Considerando os direitos constitucionais negados aos servidores contratados;,Considerandos,2015
Considerando a realização de despesas não caracterizadas como manutenção e desenvolvimento do ensino;,Considerandos,2015
"Considerando a contratação de empresa que tinha em seu quadro societário servidora do órgão contratante,",Considerandos,2015
"Considerando a contratação de servidores comissionados em substituição a servidores efetivos, ferindo o Princípio da Proporcionalidade e o da Razoabilidade;",Considerandos,2015
"Considerando que a extrapolação do limite estabelecido no art. 29-A, inciso I, da Constituição Federal (despesa total do Poder Legislativo) foi insignificante, correspondendo a menos de 1% da receita municipal do exercício anterior;
 ",Considerandos,2015
Considerando o cumprimento de todos os demais limites constitucionais e legais;,Considerandos,2015
"CONSIDERANDO a tempestividade e a legitimidade da parte para recorrer, nos termos do art. 78 da Lei Orgânica do Tribunal de Contas (Lei nº 12.600/2004);",Considerandos,2016
CONSIDERANDO os argumentos expostos pelo recorrente;,Considerandos,2016
CONSIDERANDO o parecer elaborado pelo Ministério Público de Contas;,Considerandos,2016
CONSIDERANDO que foram adotadas medidas para o saneamento das irregularidades previdenciárias e relacionadas à implantação do portal da transparência;,Considerandos,2016
"CONSIDERANDO os princípios da Razoabilidade e Proporcionalidade,",Considerandos,2016
"Considerando que foram atendidos os pressupostos de admissibilidade exigidos para a irresignação sob a forma de Recurso Ordinário, nos termos do art. 78, § 1º, c/c o art. 77, § 4º, da Lei  Estadual nº 12.600/2004 – Lei Orgânica deste TCE;",Considerandos,2016
"Considerando que o Recorrente não obteve êxito na tentativa de modificar o opinativo expedido por esta Corte de Contas em seu desfavor nos autos do Processo TC nº 15100035-9, em que restou recomendado à Câmara de Vereadores do Município de Lagoa de Itaenga a rejeição das contas de governo do Prefeito local relativas ao exercício financeiro de 2014;",Considerandos,2016
Considerando o Parecer MPCO nº 257/2017;,Considerandos,2016
"CONSIDERANDO a tempestividade e a legitimidade da parte para interpor os Embargos de Declaração, nos termos do artigo 81, § 1º, da Lei Orgânica do Tribunal de Contas de Pernambuco (Lei Estadual nº 12.600/2004);",Considerandos,2016
CONSIDERANDO que os argumentos trazidos pela recorrente não foram suficientes para resultar em esclarecimento da Deliberação Recorrida;,Considerandos,2016
"CONSIDERANDO o disposto no inciso I do artigo 81 da Lei Estadual nº 12.600/2004 (Lei Orgânica do Tribunal de Contas de Pernambuco),",Considerandos,2016
"Considerando a tempestividade do recurso e a legitimidade da parte para recorrer, nos termos do art. 78, §§ 1° e 2°, da Lei Orgânica do Tribunal de Contas de Pernambuco (Lei Estadual nº 12.600/2004);",Considerandos,2016
"Considerando que os argumentos/documentos trazidos pela recorrente foram apenas repetição da peça defensiva apresentada na fase de instrução processual e não são suficientes para alterar a deliberação recorrida, pois a recorrente buscou, tão somente, rediscutir a matéria que foi bem enfrentada pela relatora, Conselheira Teresa Duere, na deliberação do Parecer Prévio exarado pela Primeira Câmara desta Corte de Contas, no julgamento do Processo eletrônico do e-TCEPE nº 15100090-6;",Considerandos,2016
CONSIDERANDO a legitimidade da parte e a tempestividade de oposição do presente Recurso Ordinário;,Considerandos,2016
"CONSIDERANDO que a Aplicação de Recursos na Manutenção e Desenvolvimento do Ensino foi no percentual de 25,87%, atendendo ao disposto no art. 212 da Constituição Federal, e não de 23,13%;",Considerandos,2016
CONSIDERANDO que os argumentos do Parquet de Contas não foram suficientes para alterar o Parecer Prévio exarado pela Segunda Câmara deste Tribunal de Contas;,Considerandos,2016
Considerando que os presentes embargos de declaração foram interpostos de forma tempestiva e que seu autor possui legitimidade e interesse para tanto;,Considerandos,2016
"Considerando a teoria da asserção, quanto ao preenchimento dos requisitos específicos de admissibilidade;",Considerandos,2016
Considerando  o parecer mpco nº 006/2019;,Considerandos,2016
"Rejeito a preliminar de mérito arguida pelo embargante, tendo em vista tratar-se a decisão recorrida de contas de governo, tendo sido o interessado, sr. edimilson da bahia de lima gomes, prefeito, devidamente notificado;",Considerandos,2016
"CONSIDERANDO a tempestividade e a legitimidade da parte para interpor os Embargos de Declaração, nos termos do artigo 81, §1º da Lei Orgânica do Tribunal de Contas (Lei Estadual nº 12.600/2004);",Considerandos,2016
CONSIDERANDO que os argumentos trazidos pelo recorrente não foram suficientes para resultar em esclarecimento da decisão recorrida em relação ao descumprimento de determinações dos Acórdãos TC n°s 381/12 e 493/13;,Considerandos,2016
"CONSIDERANDO que nos termos do art. 73, inciso XII, da LOTCE/PE, o percentual mínimo é de 30,00%, variando entre 30,00% e 50,00%, e o percentual aplicado foi de 30,24%, altero o valor da multa de R$ 21.028,50 para R$ 20.862,00, aplicando, assim, o percentual mínimo do citado artigo;",Considerandos,2016
CONSIDERANDO os termos do Parecer Jurídico nº 101/2017;,Considerandos,2016
"CONSIDERANDO que foram atendidos os pressupostos de tempestividade, legitimidade  e interesse para o conhecimento da presente espécie processual;",Considerandos,2016
"CONSIDERANDO que o valor da multa aplicada na deliberação recorrida foi fixado dentro dos parâmetros enunciados no Art. 73, caput e inciso I, c/c o parágrafo primeiro, da Lei Orgânica deste Tribunal de Contas, afastando-se, assim, a preliminar de nulidade da deliberação recorrida, por ausência de fundamentação legal;",Considerandos,2016
"CONSIDERANDO que não foi colacionado aos autos, nesta fase recursal, nenhum documento que justifique a alegação, pela recorrente, da desproporcionalidade da multa aplicada e sua capacidade financeira;",Considerandos,2016
"CONSIDERANDO a ausência de cobranças sistemáticas e efetivas, pela recorrente, gestora do MorenoPrev, dos repasses não realizados pela Câmara Municipal de Moreno ao RPPS, no exercício de 2014;",Considerandos,2016
"CONSIDERANDO que o Município de Moreno não possui Certificado de Regularidade Previdenciária (CRP) válido para o exercício de auditado (2014), tendo o último expirado em 26/04/2011, sem observar os termos da Lei Federal n 9.717/98 e da Portaria MPAS nº 204/2008;",Considerandos,2016
CONSIDERANDO que a recorrente não apresentou fatos ou outros documentos novos capazes de modificar a deliberação recorrida;,Considerandos,2016
"Considerando que o recurso foi interposto tempestivamente, a parte é legítima e tem indiscutível interesse jurídico no deslinde da questão;",Considerandos,2016
Considerando o teor do Parecer do Ministério Público de Contas MPCO nº 00373/2017;,Considerandos,2016
"Considerando, em parte, o Parecer MPCO 0283/2017, de autoria do Dr. Guido Rostand Cordeiro Monteiro;",Considerandos,2016
Considerando que o presente processo trata de auditoria realizada nas contas de governo;,Considerandos,2016
Considerando o Relatório de Auditoria elaborado pela Inspetoria Regional de Palmares-IRPA;,Considerandos,2016
Considerando os termos da defesa apresentada pelo interessado;,Considerandos,2016
"Considerando a extrapolação do limite de Despesa Total com Pessoal durante todo o exercício financeiro, tendo alcançado o percentual de 76,03% da Receita Corrente Líquida do Município ao término do 3º quadrimestre de 2016, contrariando o artigo 20, inciso III, alínea ""b"" da Lei de Responsabilidade Fiscal;",Considerandos,2016
"Considerando que o desenquadramento ocorreu desde o 1º quadrimestre de 2009, ou seja, na gestão anterior do mesmo interessado, perpetuando-se tal situação durante as suas duas gestões à frente do Executivo Municipal;",Considerandos,2016
"Considerando as contribuições patronais devidas ao RGPS e não recolhidas (R$ 5.195.410,17), atingindo 78,00% do montante devido (R$ 6.661.002,98);",Considerandos,2016
"Considerando o recolhimento parcial das contribuições retidas dos servidores, devidas ao RGPS, deixando de ser repassado o valor de R$ 1.626.223,45, equivalente a 67,65% do total devido (R$ 2.404.050,54);",Considerandos,2016
Considerando o teor da Súmula nº 12 deste Tribunal;,Considerandos,2016
"Considerando a existência de um déficit financeiro de R$ 32.164.839,40, equivalente a 68% da Receita Orçamentária arrecadada no exercício, fato que compromete profundamente a execução orçamentária-financeira do exercício seguinte, restando descumprido o art. 42 da LRF;",Considerandos,2016
"Considerando que o Chefe do Poder Executivo não adotou as medidas de limitação de empenho, como prevê o art. 9º da LRF, pois restou constatado que a despesa primária empenhada e liquidada no exercício superou a receita arrecadada em R$ 7.063.288,14, repercutindo em inscrição de restos a pagar processados sem lastro financeiro, aumentando, ainda mais, o déficit financeiro do município;",Considerandos,2016
"CONSIDERANDO que houve a aplicação de 27,91% das receitas na manutenção e desenvolvimento do ensino, em conformidade com a Constituição Federal, artigo 212;",Considerandos,2016
"CONSIDERANDO a aplicação de 83,86% dos recursos do Fundeb na remuneração dos profissionais do magistério da educação básica, respeitando preceitos da Lei Federal nº 11.494/2007;",Considerandos,2016
"CONSIDERANDO a aplicação, em 2016, de 25,82% da receita em ações e serviços de saúde, em conformidade com a Lei Complementar nº 141/2012, artigo 7º, e Constituição Federal, artigo 6º;",Considerandos,2016
CONSIDERANDO que a Dívida consolidada líquida – DCL permaneceu nos limites preconizados pela Resolução nº 40/2001 do Senado Federal;,Considerandos,2016
"CONSIDERANDO a adoção de alíquotas indicadas pela avaliação atuarial para as contribuições previdenciárias, dos segurados e patronal, devidas ao Regime Próprio de Previdência Social - RPPS, nos termos do artigo 40, Carta Magna, e Lei Federal nº 9.717/98;",Considerandos,2016
"CONSIDERANDO o recolhimento praticamente integral das contribuições previdenciárias de 2016 devidas tanto ao Regime Geral de Previdência Social - RGPS, quanto ao Regime Próprio de Previdência Social - RPPS, conforme a Lei Federal nº 8.212/1991, artigos 20 e 22, inciso I e artigo 30, bem como a Constituição da República, artigos 37, 40, 195 e 201;",Considerandos,2016
"CONSIDERANDO, por outro ângulo, descumprimento do limite de gastos com pessoal no final do exercício de 2016; déficit de execução orçamentária e a  incapacidade do Poder Executivo local de arcar com as dívidas de curto prazo; deficiente arrecadação de receitas tributárias e da dívida ativa do Município; inscrição de Restos a Pagar sem que houvesse disponibilidade de recursos, vinculados ou não vinculados, para seu custeio; saldo da conta do FUNDEB ao final do exercício sem recursos suficientes para arcar com as despesas; desequilíbrio atuarial do Regime Próprio de Previdência tanto do Plano Previdenciário, quanto Plano Financeiro do RPPS em desequilíbrio atuarial; bem assim que tais irregularidades são reincidências, pois também praticadas em 2015 (Parecer Prévio, Processo TCE-PE nº 161000319, DO 07.03.19);",Considerandos,2016
"CONSIDERANDO, de todo modo, à luz dos elementos concretos desses autos, a aplicação dos princípios da proporcionalidade e razoabilidade, enseja-se recomendar a aprovação com ressalvas das contas sob exame;",Considerandos,2016
"Considerando que o presente processo se refere às contas de governo, instrumento através do qual o Chefe do Poder Executivo de qualquer dos entes da federação expressa os resultados da atuação governamental no exercício financeiro respectivo, apresentadas na forma de contas globais que refletem a situação das finanças da unidade federativa, revelando o planejamento governamental, a política fiscal e previdenciária; demonstrando os níveis de endividamento, o atendimento ou não aos limites previstos para a saúde, educação, despesa com pessoal e repasse ao legislativo; bem como o atendimento ou não das normas que disciplinam a transparência da administração pública;",Considerandos,2016
"Considerando que a análise do presente processo não se confunde com as contas de gestão (art. 70, inc. II, CF/88), que se referem aos atos de administração e gerência de recursos públicos praticados por qualquer agente público, tais como: admitir pessoal, aposentar, licitar, contratar, empenhar, liquidar, pagar (assinar cheques ou ordens bancárias), inscrever em restos a pagar, conceder adiantamentos, etc. (STJ, 2ª Turma, ROMS 11.060/GO, Rel. Min. Laurita Vaz, Rel. para acórdão Min. Paulo Medina, 25/06/02, DJ 16/09/02);",Considerandos,2016
"Considerando a demonstrada fragilidade do planejamento e da execução orçamentária, com uma previsão de receitas e despesas irreais, e Um déficit da execução orçamentária na ordem de r$ 1.886.837,36;",Considerandos,2016
"Considerando a não especificação das medidas relativas à quantidade e valores de ações ajuizadas para cobrança de dívida ativa, bem como da evolução do montante dos créditos tributários passiveis de cobrança administrativa, exigência legal prevista no art. 13 da Lei de Responsabilidade Fiscal (Lei Complementar n.º 101/2000); e que o cenário de baixa arrecadação própria e da dívida ativa configura a inobservância ao comando disposto no art. 11 da Lei de Responsabilidade Fiscal, que estabelece como requisito de uma gestão fiscal responsável a efetiva arrecadação de todos os tributos da competência constitucional do ente, incluindo-se, por óbvio, a dívida ativa;",Considerandos,2016
"Considerando a ausência de evidenciação Das disponibilidades por fonte/destinação de recursos, de modo segregado, no Quadro do Superávit/Déficit Financeiro, do Balanço Patrimonial, em desobediência ao previsto no Manual de Contabilidade Aplicada ao Setor Público – MCASP;",Considerandos,2016
"Considerando a “inscrição de Restos a Pagar não Processados a serem custeados com recursos vinculados sem que houvesse disponibilidade de caixa” e A “assunção de obrigação, nos dois últimos quadrimestres do último ano do mandato, sem contrapartida suficiente de disponibilidade de caixa”;",Considerandos,2016
"Considerando o Não recolhimento de contribuições previdenciárias ao regime próprio de previdências social (rpps), no montante de r$ 1.133.543,46, fato que, por si só, já é grave, e que, levando em consideração o cenário de desequilíbrio atuarial registrado pela auditoria, com o apontamento de um Déficit atuarial de r$ 35.843.395,27, ganha maior relevância, pois o não recolhimento de contribuições devidas é fato que contribui para a piora do RPPS, que ano a ano vem sendo aplicado, conforme demonstrado em gráfico pela auditoria;",Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"Considerando que o Tribunal de Justiça do Estado de Pernambuco cumpriu o prazo para publicação do Relatório de Gestão Fiscal  referente ao 3º quadrimestre/2016, conforme preceitua o artigo 55, §2°, da Lei de Responsabilidade Fiscal e de acordo com o modelo definido pela Portaria STN n° 553/2014;",Considerandos,2016
"Considerando que a despesa com pessoal do Tribunal de Justiça do Estado de Pernambuco  referente ao 3° quadrimestre/2016 se apresentou dentro do limite e foi apurada de acordo com as disposições contidas nos artigos 18 e 19, § 1°, da Lei de Responsabilidade Fiscal;",Considerandos,2016
Considerando a inexistência de retenção da contribuição previdenciária nas obras de construção civil;,Considerandos,2016
"Considerando, por fim, que o pagamento de licença-prêmio realizado pelo TJPE nos meses de setembro a dezembro/2016 esteve em conformidade com a legislação aplicável.",Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"Considerando que o Tribunal de Justiça do Estado de Pernambuco cumpriu o prazo para publicação do Relatório de Gestão Fiscal  referente ao 3º quadrimestre/2016, conforme preceitua o artigo 55, §2°, da Lei de Responsabilidade Fiscal e de acordo com o modelo definido pela Portaria STN n° 553/2014;",Considerandos,2016
"Considerando que a despesa com pessoal do Tribunal de Justiça do Estado de Pernambuco  referente ao 3° quadrimestre/2016 se apresentou dentro do limite e foi apurada de acordo com as disposições contidas nos artigos 18 e 19, § 1°, da Lei de Responsabilidade Fiscal;",Considerandos,2016
Considerando a inexistência de retenção da contribuição previdenciária nas obras de construção civil;,Considerandos,2016
"Considerando, por fim, que o pagamento de licença-prêmio realizado pelo TJPE nos meses de setembro a dezembro/2016 esteve em conformidade com a legislação aplicável.",Considerandos,2016
"Considerando, em parte, as conclusões do Relatório de Auditoria;",Considerandos,2016
Considerando que as impropriedades verificadas na gestão auditada foram devidamente esclarecidas e afastadas a partir das defesas apresentadas e dos novos documentos acostados aos autos;,Considerandos,2016
"CONSIDERANDO que o presente processo se refere às contas de governo, instrumento através do qual o Chefe do Poder Executivo de qualquer dos entes da federação expressa os resultados da atuação governamental no exercício financeiro respectivo, apresentadas na forma de contas globais que refletem a situação das finanças da unidade federativa, revelando o planejamento governamental, a política fiscal e previdenciária; demonstrando os níveis de endividamento, o atendimento ou não aos limites previstos para a saúde, educação, despesa com pessoal e repasse ao legislativo; bem como o atendimento ou não das normas que disciplinam a transparência da administração pública;",Considerandos,2016
CONSIDERANDO o Relatório de Auditoria e a peça de defesa apresentada;,Considerandos,2016
"CONSIDERANDO que o Município cumpriu os limites constitucionais e legais, inclusive o limite das despesas com pessoal;",Considerandos,2016
"CONSIDERANDO a inscrição de Restos a Pagar sem que houvesse disponibilidade de recursos, vinculados ou não vinculados, para seu custeio;",Considerandos,2016
"CONSIDERANDO a assunção de obrigação, nos dois últimos quadrimestres do último ano do mandato, sem contrapartida suficiente de disponibilidade de Caixa, em desobediência ao art. 42 da LRF e comprometendo a situação financeira municipal;",Considerandos,2016
"CONSIDERANDO o deficiente controle contábil por fonte /destinação de recursos, o qual permite empenhar e vincular despesas aos recursos do FUNDEB sem lastro financeiro, em montante acima da receita recebida no exercício, provocando comprometimento da receita do exercício seguinte;",Considerandos,2016
"CONSIDERANDO a situação de desequilíbrio financeiro do Regime Próprio de Previdência Social - RPPS, apresentando o resultado previdenciário negativo de R$ 918.934,87;",Considerandos,2016
"CONSIDERANDO a ausência de recolhimento de contribuições patronais previdenciárias ao Regime Próprio de Previdência Social - RPPS, no montante de R$ 1.396.879,98 (Item 8.3);",Considerandos,2016
"CONSIDERANDO que as contribuições patronais não recolhidas ao RPPS, no montante de R$ 1.396.879,98, representam 74,50% do total devido e contabilizado (R$ 1.874.878,91);",Considerandos,2016
"CONSIDERANDO que a ausência de recolhimento resulta no aumento do passivo do Município ante o Regime Próprio de Previdência, gerando ônus para o Erário em virtude dos acréscimos pecuniários (encargos com juros, multas etc.), comprometendo gestões futuras, que acabam tendo que arcar não apenas com as contribuições ordinárias, como também com a amortização, normalmente de longo prazo, de dívidas deixadas por administrações passadas, e, ainda,  impacta na situação financeira  e atuarial  do RPPS, em virtude de deixarem de ingressar receitas previdenciárias;",Considerandos,2016
"CONSIDERANDO o incremento na taxa de mortalidade de menores de cinco anos a cada mil nascidos vivos, na taxa de mortalidade infantil e no número de óbitos infantis de menores de um ano, em relação ao exercício de 2014, e que qualquer registro de óbitos de menores de um ano é sinal de alerta para a existência de falhas na rede de atendimento à saúde, em especial na atenção básica, área prioritária municipal;",Considerandos,2016
"CONSIDERANDO que o Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Insuficiente”, conforme aplicação de metodologia de levantamento do ITMPE;",Considerandos,2016
"CONSIDERANDO a jurisprudência desta Corte de Contas, a exemplo das deliberações prolatadas em sede dos Processos TCE-PE N° 17100169-2, TCE-PE N° 16100132-4, TCE-PE N° 17100142-4, TCE-PE N° 17100016-0, N° 16100132-4,  TCE-PE N° 17100056-0, TCE-PE N° 17100056-0, TCE-PE N° 17100001-8 e 17100166-7);",Considerandos,2016
"CONSIDERANDO que as demais falhas registradas pela Auditoria são de natureza formal e incapazes de macular as presentes contas, devendo ser encaminhados ao campo das determinações para a adoção de medidas com vistas à correção das falhas em exercícios futuros;",Considerandos,2016
Considerando que o presente processo trata de auditoria realizada nas contas de governo;,Considerandos,2016
Considerando o Relatório de Auditoria elaborado pela Gerência de Contas de Governos Municipais-GEGM e os argumentos constantes na defesa apresentada;,Considerandos,2016
"Considerando o cumprimento de todos os limites constitucionais e legais, conforme evidencia o Anexo Único da presente deliberação;",Considerandos,2016
"Considerando o recolhimento integral das contribuições previdenciárias devidas ao RGPS e ao RPPS, tanto a parte descontada dos servidores quanto a parte patronal;",Considerandos,2016
"Considerando que o Executivo Municipal apresentou nível de transparência classificado como Moderado, conforme aplicação da metodologia de levantamento do ITMPE, ocorrendo evolução do nível de transparência pública, que passou de 559,50 pontos no exercício anterior, alcançando 670,50 pontos no exercício de 2016;",Considerandos,2016
Considerando a ocorrência de superávit da execução orçamentária;,Considerandos,2016
"Considerando que, embora a disponibilidade líquida de caixa com recursos não vinculados não tenha atingido valor suficiente para atender aos Restos a Pagar não Processados do exercício, a diferença a menor não resultou em montante proporcionalmente capaz de, isoladamente, macular as contas;",Considerandos,2016
Considerando os Princípios da Razoabilidade e da Proporcionalidade;,Considerandos,2016
Considerando que as irregularidades apontadas pela auditoria ensejam determinações para que não voltem a se repetir em futuros exercícios;,Considerandos,2016
"Considerando ultrapassado o limite de gastos da dtp previsto na lrf, alcançando 60,70%, 60,03% e 56,80% no 1º, 2º e 3º quadrimestres de 2016, respectivamente, em desacordo com o art. 20 da lrf;",Considerandos,2016
"Considerando que a dtp ultrapassou o limite durante todo o exercício, sem que se ordenasse ou promovesse, em forma e prazos da lrf, execução de medida à redução do seu montante ao teto legal máximo, restando caracterizada infração administrativa prevista no inciso iv do art. 5º, da lei nº 10.028/00, lei de crimes fiscais, nos termos do art. 5º da mesma lei e do art. 74 da lotce-pe;",Considerandos,2016
"Considerando a ausência de registro, em conta redutora, de provisão para perdas de dívida ativa, evidenciando, no balanço patrimonial, situação incompatível com a realidade, a contrariar a portaria nº 564 da secretaria do tesouro nacional;",Considerandos,2016
"Considerando a superestimativa da receita e da despesa, a não corresponder à real capacidade de arrecadação e dispêndio, em afronta ao art. 1º, § 1º da lrf, bem como ao art. 7º c/c o art. 40 da lei nº 4.320/64;",Considerandos,2016
"Considerando a não disponibilização integral à sociedade, pelo executivo municipal, do conjunto de informações exigido na lrf, na lc nº 131/09, na lei nº 12.527/11 (lai) e na cr, apresentando nível de transparência “insuficiente”, conforme aplicação de metodologia de levantamento do itmpe,",Considerandos,2016
Considerando o Relatório de Auditoria e a peça de defesa apresentada;,Considerandos,2016
"Considerando que o Município cumpriu os limites constitucionais e legais, com exceção do limite das despesas com pessoal, visto que ultrapassou apenas 0,92% do limite estabelecido no art. 20 da LRF, quando atingiu o percentual de 54,92%;",Considerandos,2016
Considerando que a defesa conseguiu elidir as principais irregularidades;,Considerandos,2016
"Considerando que restou apenas a irregularidade referente as deficiências no Portal da Transparência da Prefeitura Municipal de Granito. O Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527 /2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Insuficiente”, conforme aplicação de metodologia de levantamento do ITMPE, item 10.1 do Relatório de Auditoria;",Considerandos,2016
Considerando os princípios constitucionais da razoabilidade e da proporcionalidade;,Considerandos,2016
Considerando o teor do Relatório de Auditoria;,Considerandos,2016
"Considerando que a execução orçamentária do Município de Aliança, no exercício de 2016, evidencia um vultoso déficit, no montante de R$ 20.563.125,87, o que tornou improvável que no exercício posterior a Prefeitura de Aliança quitasse integralmente os compromissos assumidos, bem como consubstanciou ainda um insuficiente planejamento orçamentário-financeiro do Município, em desconformidade com a Constituição Federal, artigo 37, e Lei de Responsabilidade Fiscal, artigos 1º, caput e § 1º;",Considerandos,2016
"Considerando que houve extrapolação ao limite de gastos com pessoal, nos quadrimestres de 2016, atingiu, respectivamente, 71,82%, 74,93%, 75,34% da Receita Corrente Líquida – RCL;",Considerandos,2016
"Considerando que se verifica um desequilíbrio financeiro do Plano Financeiro do RPPS, haja vista deixou-se de recolher R$ R$ 454.892,02 da contribuição dos servidores e R$ 935.138,13 da contribuição patronal, desrespeitados os princípios expressos da administração pública, os postulados do interesse público e da economicidade e o princípio do equilíbrio financeiro-atuarial do regime geral de previdência social - Lei Federal nº. 8.212/91, artigos 12, 20, 22 e 30, e artigos 37, 70, 195 e 201, da Constituição Federal;",Considerandos,2016
"Considerando que houve distorções na elaboração das Leis orçamentárias (LOA e LDO), uma vez que configurada a superestimação de receitas, tendo como base os anos anteriores, então  encontra-se em desconformidade com a Constituição Federal, artigos 31, 37, 167, V e VI, e Lei de Responsabilidade Fiscal, artigos 1º, caput e § 1º;",Considerandos,2016
"Considerando a realização de despesas com recursos do FUNDEB sem lastro financeiro, contrariando o artigo 21 da Lei Federal No 11.494/07;",Considerandos,2016
Considerando os termos do Relatório de Auditoria (doc. 58);  ,Considerandos,2016
"Considerando que, embora tenha sido devidamente notificado nos termos da Lei Orgânica e do Regimento Interno deste Tribunal de Contas, o interessado não apresentou suas contrarrazões, nem documentos capazes de elidir as irregularidades constatadas pela auditoria;",Considerandos,2016
Considerando que o Município de Ipojuca atendeu a todos os limites constitucionais e legais;,Considerandos,2016
Considerando que as irregularidades apontadas pela auditoria ensejam determinações para que não voltem a se repetir em futuros exercícios;,Considerandos,2016
"Considerando que houve a aplicação de 26,09% das receitas na manutenção e desenvolvimento do ensino, em conformidade com a Constituição Federal, artigo 212; a aplicação, em 2016, de 20,88% da receita em ações e serviços de saúde, em conformidade com a Lei Complementar nº 141/2012, artigo 7º, e Constituição Federal, artigo 6º; a Dívida consolidada líquida – DCL permaneceu nos limites preconizados pela Resolução nº 40/2001 do Senado Federal; o recolhimento integral das contribuições previdenciárias de 2016 devidas tanto ao Regime Geral, respeitando disposições da Constituição da República, artigos 37, 40, 195 e 201, e da Lei Federal nº 8.212/91, artigos 22 e 30;",Considerandos,2016
